280,0,0
0,0,0
2.413355781,2.503440455,0
0.415022608,0.566101861,0
4.95668891,4.634512908,0
6.77335543,6.959319222,0
10.04335517,10.05906097,0
12.5866883,12.38386729,0
15.13002142,13.93373816,0
15.67502138,12.96506886,0
14.40335482,11.60893185,0
13.3133549,8.896657817,0
11.86002169,6.571851502,0
10.58835512,3.85957747,0
9.861688515,2.115972736,0
12.40502165,2.503440455,0
11.31502173,1.534771158,0
9.861688515,1.147303439,0
9.680021863,2.503440455,0
11.67835503,6.571851502,0
13.3133549,6.571851502,0
3.866688997,6.378117644,0
4.593355605,7.540520801,0
6.046688823,7.73425466,0
4.048355649,5.990649924,0
4.048355649,5.990649924,10
14.76668812,4.634512908,10
14.76668812,4.634512908,0
18.40002116,7.927988518,0
19.85335438,10.83399641,0
20.94335429,12.19013343,0
21.85168755,14.32120588,0
20.58002099,13.93373816,0
18.76335447,12.38386729,0
17.1283546,10.44652869,0
16.22002134,9.090391676,0
15.31168808,7.540520801,0
14.76668812,5.021980628,0
14.40335482,2.503440455,0
15.49335473,0.566101861,0
16.94668795,2.115972736,0
18.40002116,3.85957747,0
19.12668777,5.990649924,0
18.40002116,5.990649924,0
17.4916879,4.828246769,0
18.21835451,3.278375892,0
19.49002108,3.472109753,0
20.58002099,3.85957747,0
21.3066876,5.603182206,0
22.39668751,6.571851502,0
24.21335403,7.34678694,0
26.75668716,7.540520801,0
29.11835365,12.38386729,0
26.03002055,5.215714486,0
24.03168738,3.084642033,0
22.0333542,0.95356958,0
20.94335429,3.084642033,0
20.94335429,2.115972736,0
21.85168755,1.147303439,0
23.48668742,2.697174314,0
25.48502059,5.021980628,0
25.48502059,3.85957747,0
25.48502059,2.309706596,0
25.48502059,1.341037299,0
26.93835381,1.534771158,0
27.48335377,2.309706596,0
28.39168701,3.084642033,0
29.3000203,3.85957747,0
30.3900202,4.24704519,0
31.48002011,4.828246769,0
32.93335332,6.378117644,0
34.20501988,8.315456238,0
32.93335332,7.927988518,0
31.66168676,7.34678694,0
30.75335351,6.378117644,0
30.3900202,5.603182206,0
29.6633536,4.634512908,0
29.6633536,3.278375892,0
29.6633536,1.922238877,0
30.57168686,1.922238877,0
31.84335341,1.922238877,0
32.93335332,2.697174314,0
34.20501988,3.472109753,0
35.47668647,4.828246769,0
36.20335307,5.603182206,0
37.29335298,6.959319222,0
38.02001958,7.540520801,0
38.74668619,8.896657817,0
39.47335279,10.25279483,0
39.47335279,12.19013343,0
38.92835284,11.80266571,0
38.56501954,11.22146413,0
37.47501963,10.05906097,0
36.74835302,8.896657817,0
36.20335307,7.73425466,0
35.84001977,6.571851502,0
35.47668647,5.215714486,0
35.11335316,3.85957747,0
35.11335316,2.115972736,0
36.20335307,1.341037299,0
37.29335298,1.922238877,0
38.38335289,3.084642033,0
39.11001949,3.85957747,0
39.11001949,3.85957747,10
40.38168605,0.372368002,10
40.38168605,0.372368002,0
41.10835268,2.503440455,0
42.38001924,4.634512908,0
43.47001915,6.184383785,0
44.56001905,7.73425466,0
45.46835231,8.896657817,0
46.7400189,10.83399641,0
47.28501885,12.57760114,0
45.83168561,12.57760114,0
44.3783524,11.60893185,0
43.10668584,11.60893185,0
41.65335263,10.44652869,0
43.2883525,9.865327113,0
42.19835259,9.865327113,0
41.29001933,9.865327113,0
42.19835259,11.60893185,0
43.83335245,12.38386729,0
46.01335226,12.77133501,0
48.19335211,12.96506886,0
49.64668531,12.96506886,0
